Name,Canonical_Smiles,SMARTS
"{(4R,5S)-(+)-cis-4,5-Diphenyl-2-oxazolidinone, 98 %}",O=C1N[C@@H]([C@@H](O1)c2ccccc2)c3ccccc3,[#8]1-[#6](-[#7]-[#6@@](-[#6@@]1-[c]2:[c]:[c]:[c]:[c]:[c]2)-[c]3:[c]:[c]:[c]:[c]:[c]3)=[#8]
"{N,N-Diisopropylbenzamide, 98 %}",CC(C)N(C(C)C)C(=O)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#7](-[#6](-[#6])-[#6])-[#6](-[#6])-[#6])=[#8]
"{(3S-cis)-(+)-Tetrahydro-3,7a-diphenylpyrrolo[2,1-b]oxazol-5(6H)-one, 98 %}",O=C1CC[C@]2(OC[C@@H](N12)c3ccccc3)c4ccccc4,[#6]1-[#8]-[#6@](-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#6]-[#6]-[#6]3=[#8])-[#7]3-[#6@]1-[c]4:[c]:[c]:[c]:[c]:[c]4
"{(3S-cis)-(+)-2,3-Dihydro-3-isopropyl-7a-methylpyrrolo[2,1-b]oxazol-5(7aH)-one, 98 %}",CC(C)[C@H]1CO[C@]2(C)C=CC(=O)N12,[#6]1-[#8]-[#6@](-[#6])(-[#6]=[#6]-[#6]2=[#8])-[#7]2-[#6@]1-[#6](-[#6])-[#6]
"{N-(tert-Butoxycarbonyl)-L-proline N'-methoxy-N'-methylamide, 98 %}",CON(C)C(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C,[#6](-[#6])(-[#6])(-[#6])-[#8]-[#6](=[#8])-[#7]1-[#6]-[#6]-[#6]-[#6@]1(-[#6](-[#7](-[#6])-[#8]-[#6])=[#8])-[#1]
"{Methyl (R)-(+)-3-(tert-butoxycarbonyl)-2,2-dimethyl-4-oxazolidinecarboxylate, 98 %}",COC(=O)[C@H]1COC(C)(C)N1C(=O)OC(C)(C)C,[#6](-[#8]-[#6])(-[#6@@](-[#6]1)-[#7](-[#6](-[#6])(-[#6])-[#8]1)-[#6](-[#8]-[#6](-[#6])(-[#6])-[#6])=[#8])=[#8]
"{N-(tert-Butoxycarbonyl)glycine N'-methoxy-N'-methylamide, 98 %}",CON(C)C(=O)CNC(=O)OC(C)(C)C,[#6](-[#6])(-[#6])(-[#6])-[#8]-[#6](-[#7]-[#6]-[#6](-[#7](-[#6])-[#8]-[#6])=[#8])=[#8]
"{1,3-Bis(methoxycarbonyl)-2-methyl-2-thiopseudourea, 97 %}",COC(=O)N\C(=N/C(=O)OC)\SC,[#6]-[#16]\-[#6](\-[#7]-[#6](=[#8])-[#8]-[#6])=[#7]\-[#6](=[#8])-[#8]-[#6]
"{[3S-(3alpha,4abeta,8abeta)]-N-(tert-Butyl)decahydro-3-isoquinolinecarboxamide, 98 %}",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1,[#1]-[#6@]12-[#6@](-[#6]-[#6@](-[#7]-[#6]1)-[#6](-[#7]-[#6](-[#6])(-[#6])-[#6])=[#8])(-[#6]-[#6]-[#6]-[#6]2)-[#1]
"{(R)-(-)-alpha-[[(4-Ethyl-2,3-dioxo-1-piperazinyl)carbonyl]amino]-4-hydroxybenzeneacetic acid, 97 %}",CCN1CCN(C(=O)N[C@@H](C(=O)O)c2ccc(O)cc2)C(=O)C1=O,[#7]1(-[#6]-[#6])-[#6]-[#6]-[#7](-[#6](-[#6]1=[#8])=[#8])-[#6](-[#7]-[#6@](-[#1])(-[c]2:[c]:[c]:[c](-[#8]):[c]:[c]2)-[#6](-[#8])=[#8])=[#8]
"{tert-Butyl (1S,4S)-(-)-2,5-diazabicyclo[2.2.1]heptane-2-carboxylate, 95 %}",CC(C)(C)OC(=O)N1CC2CC1CN2,[#7]1(-[#6](-[#6]-[#7]2)-[#6]-[#6]2-[#6]1)-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]
"{(S)-(-)-4-Oxo-2-azetidinecarboxylic acid, 98 %}",OC(=O)[C@@H]1CC(=O)N1,[#8]=[#6]1-[#7]-[#6@@](-[#6]1)-[#6](-[#8])=[#8]
"{(R)-(+)-3-Benzyloxy-2-(tert-butoxycarbonylamino)-1-propanol, 98 %}",CC(C)(C)OC(=O)N[C@H](CO)COCc1ccccc1,[#6](-[#6])(-[#6])(-[#6])-[#8]-[#6](-[#7]-[#6@](-[#6]-[#8])(-[#6]-[#8]-[#6]-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#1])=[#8]
"{tert-Butyl N,N-diallylcarbamate, 98 %}",CC(C)(C)OC(=O)N(CC=C)CC=C,[#6]=[#6]-[#6]-[#7](-[#6]-[#6]=[#6])-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]
"{4-Methyl-2H-1,4-benzoxazin-3(4H)-one, 98 %}",CN1C(=O)COc2ccccc12,[#8]1-[#6]-[#6](=[#8])-[#7](-[#6])-[c](:[c]1:[c]2):[c]:[c]:[c]2
"{6-(Chloroacetyl)-2H-1,4-benzoxazin-3(4H)-one, 98 %}",ClCC(=O)c1ccc2OCC(=O)Nc2c1,[#6](-[#6]-[#17])(-[c](:[c]:[c]1:[c](:[c]2)-[#8]-[#6]-[#6](=[#8])-[#7]1):[c]2)=[#8]
"{(2S-cis)-(+)-2,3-Dihydro-3-hydroxy-2-(4-methoxyphenyl)-1,5-benzothiazepin-4(5H)-one, 98 %}",COc1ccc(cc1)[C@@H]2Sc3ccccc3NC(=O)[C@@H]2O,[#16]1-[c](:[c]:[c]:[c]:[c]2):[c]2-[#7](-[#1])-[#6](-[#6@](-[#8])-[#6@@]1-[c]3:[c]:[c]:[c](-[#8]-[#6]):[c]:[c]3)=[#8]
"{N-Acetyl-3-(3,4-dimethoxyphenyl)-D-alanine, 98 %}",COc1ccc(C[C@@H](NC(=O)C)C(=O)O)cc1OC,[#6](-[c]1:[c]:[c]:[c](-[#8]-[#6]):[c](-[#8]-[#6]):[c]1)-[#6@](-[#7]-[#6](=[#8])-[#6])(-[#1])-[#6](=[#8])-[#8]
"{N,N-Diallyl-2,2,2-trifluoroacetamide, 98 %}",FC(F)(F)C(=O)N(CC=C)CC=C,[#6](-[#6](-[#9])(-[#9])-[#9])(-[#7](-[#6]-[#6]=[#6])-[#6]-[#6]=[#6])=[#8]
"{1,5,5-Trimethylhydantoin, 98 %}",CN1C(=O)NC(=O)C1(C)C,[#8]=[#6](-[#7]-[#6]1=[#8])-[#6](-[#6])(-[#6])-[#7]1-[#6]
"{1,3-Bis[(2,2-dimethyl-1,3-dioxolan-4-yl)methyl]urea}",CC1(C)OCC(CNC(=O)NCC2COC(C)(C)O2)O1,[#6](-[#6]1-[#6]-[#8]-[#6](-[#6])(-[#6])-[#8]1)-[#7]-[#6](=[#8])-[#7]-[#6]-[#6]2-[#6]-[#8]-[#6](-[#6])(-[#6])-[#8]2
"{(S)-(-)-N-tert-Butyl-1,2,3,4-tetrahydro-3-isoquinolinecarboxamide, 98 %}",CC(C)(C)NC(=O)[C@@H]1Cc2ccccc2CN1,[#6](-[#7]-[#6](-[#6])(-[#6])-[#6])(-[#6@@](-[#7]-[#6]1)-[#6]-[c](:[c]:[c]:[c]:[c]2):[c]12)=[#8]
"{4-(Phenylsulfonyl)-2-azetidinone, 95 %}",O=C1CC(N1)S(=O)(=O)c2ccccc2,[c]1:[c]:[c]:[c](-[#16](-[#6]2-[#6]-[#6](=[#8])-[#7]2)(=[#8])=[#8]):[c]:[c]1
"{N-Methoxy-N-methyl-2-(phenylsulfinyl)acetamide, 96 %}",CON(C)C(=O)CS(=O)c1ccccc1,[c]1:[c]:[c](-[#16](=[#8])-[#6]-[#6](=[#8])-[#7](-[#6])-[#8]-[#6]):[c]:[c]:[c]1
"{Benzyl 1-homopiperazinecarboxylate, 96 %}",O=C(OCc1ccccc1)N2CCCNCC2,[#6]1-[#6]-[#7](-[#6](=[#8])-[#8]-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6]-[#6]-[#7]-[#6]1
{2-Amino-N-[(2-hydroxy-1-methyl-2-phenyl)ethyl]-N-methylacetamide},C[C@H]([C@@H](O)c1ccccc1)N(C)C(=O)CN,[c]1:[c]:[c](-[#6@](-[#1])(-[#8])-[#6@](-[#1])(-[#7](-[#6])-[#6](=[#8])-[#6]-[#7])-[#6]):[c]:[c]:[c]1
"{3-lodo-2-propynyl N-butylcarbamate, 97 %}",CCCCNC(=O)OCC#CI,[#6]-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#8]-[#6]-[#6]#[#6]-[#53]
"{4-[(N-BOC)aminomethyl]aniline, 97 %}",CC(C)(C)OC(=O)NCc1ccc(N)cc1,[c]1(-[#7]):[c]:[c]:[c](-[#6]-[#7]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]):[c]:[c]1
"{N-(4-Chlorobutyl)-N-methylcarbamyl chloride, 97 %}",CN(CCCCCl)C(=O)Cl,[#17]-[#6](=[#8])-[#7](-[#6])-[#6]-[#6]-[#6]-[#6]-[#17]
"{(1'R,3R)-(+)-1-(1'-Phenylethyl)-5-oxo-3-pyrrolidinecarboxylic acid, 97 %}",C[C@H](N1C[C@H](CC1=O)C(=O)O)c2ccccc2,[#7]1(-[#6@](-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#6])-[#1])-[#6]-[#6@@](-[#6](=[#8])-[#8])-[#6]-[#6]1=[#8]
"{(S)-4-Benzyl-3-chloroacetyl-2-oxazolidinone, 97 %}",ClCC(=O)N1[C@@H](Cc2ccccc2)COC1=O,[#8]1-[#6](=[#8])-[#7](-[#6](=[#8])-[#6]-[#17])-[#6@@](-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6]1
"{2-Hydroxy-4-methoxybenzoic acid hydrazide, 97%}",COc1ccc(C(=O)NN)c(O)c1,[c]1:[c](-[#6](=[#8])-[#7]-[#7]):[c](-[#8]):[c]:[c](-[#8]-[#6]):[c]1
"{4-Trifluoromethylbenzhydrazide, 97 %}",NNC(=O)c1ccc(cc1)C(F)(F)F,[c]1:[c](-[#6](=[#8])-[#7]-[#7]):[c]:[c]:[c](-[#6](-[#9])(-[#9])-[#9]):[c]1
{2-(Acetylthio)acetamide},CC(=O)SCC(=O)N,[#6]-[#6](=[#8])-[#16]-[#6]-[#6](=[#8])-[#7]
{Methyl 4-(acetylamino)-2-methoxy-5-nitrobenzoate},COC(=O)c1cc(c(NC(=O)C)cc1OC)[N+](=O)[O-],[c]1:[c](-[#6](=[#8])-[#8]-[#6]):[c](-[#8]-[#6]):[c]:[c](-[#7]-[#6](-[#6])=[#8]):[c]1-[#7+](-[#8-])=[#8]
"{4-Fluorophenoxyacetic acid hydrazide, 95 %}",NNC(=O)COc1ccc(F)cc1,[c]1(-[#9]):[c]:[c]:[c](-[#8]-[#6]-[#6](=[#8])-[#7]-[#7]):[c]:[c]1
{Z-L-Tyrosine methyl ester},COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc2ccccc2,[c]1(-[#8]):[c]:[c]:[c](-[#6]-[#6@](-[#1])(-[#7]-[#6](=[#8])-[#8]-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6](=[#8])-[#8]-[#6]):[c]:[c]1
{3-Amino-4-methylbenzamide},Cc1ccc(cc1N)C(=O)N,[c]1:[c](-[#6](=[#8])-[#7]):[c]:[c](-[#7]):[c](-[#6]):[c]1
"{Dibenz[b,f]azepine-5-carbonitrile}",N#CN1c2ccccc2C=Cc3ccccc13,[#6]1=[#6]-[c](:[c]:[c]:[c]:[c]2):[c]2-[#7](-[#6]#[#7])-[c](:[c]:[c]:[c]:[c]3):[c]13
"{(S)-(-)-4-Isopropyl-5,5-diphenyl-2-oxazolidinone, 98 %}",CC(C)[C@@H]1NC(=O)OC1(c2ccccc2)c3ccccc3,[#8]1-[#6](=[#8])-[#7]-[#6@@](-[#1])(-[#6](-[#6])-[#6])-[#6]1(-[c]2:[c]:[c]:[c]:[c]:[c]2)-[c]3:[c]:[c]:[c]:[c]:[c]3
"{Ethyl 4-hydroxy-2-methyl-1,1-dioxo-2H-1,2-benzothiazine-3-carboxylate}",CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,[c]12:[c](:[c]:[c]:[c]:[c]1)-[#16](=[#8])(=[#8])-[#7](-[#6])-[#6](-[#6](=[#8])-[#8]-[#6]-[#6])=[#6]2-[#8]
{4-Acetylamino-2-(bis(2-hydroxyethyl)amino)anisole},COc1ccc(NC(=O)C)cc1N(CCO)CCO,[c]1:[c](-[#8]-[#6]):[c](-[#7](-[#6]-[#6]-[#8])-[#6]-[#6]-[#8]):[c]:[c](-[#7]-[#6](=[#8])-[#6]):[c]1
{3-Ethyl-4-methyl-3-pyrrolin-2-one},CCC1=C(C)CNC1=O,[#7]1-[#6](=[#8])-[#6](-[#6]-[#6])=[#6](-[#6])-[#6]1
"{Ethylenebis(isothiourea) dihydrobromide, 97 %}",Br.Br.NC(=N)SCCSC(=N)N,[#7]-[#6](=[#7])-[#16]-[#6]-[#6]-[#16]-[#6](=[#7])-[#7]
"{N,N-Diethyl-2-naphthyloxypropanamide}",CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,[c]12:[c](:[c]:[c]:[c]:[c]1):[c]:[c]:[c]:[c]2-[#8]-[#6](-[#6])-[#6](=[#8])-[#7](-[#6]-[#6])-[#6]-[#6]
{1-Benzyl-3-trifluoromethyl-2-azetidinone},FC(F)(F)C1CN(Cc2ccccc2)C1=O,[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6]-[#7](-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6]1=[#8]
"{N-(2-Dimethylaminoethyl)-N-methylformamide, 97 %}",CN(C)CCN(C)C=O,[#6]-[#7](-[#6])-[#6]-[#6]-[#7](-[#6])-[#6](=[#8])-[#1]
{Benzaldehyde Semicarbazone},NC(=O)N\N=C\c1ccccc1,[c]1:[c]:[c]:[c](\-[#6]=[#7]\-[#7]-[#6](=[#8])-[#7]):[c]:[c]1
{N-[1-(S)-(+)-Ethoxycarbonyl-3-phenylpropyl]-L-alanyl carboxyanhydride},CCOC(=O)[C@H](CCc1ccccc1)N2[C@@H](C)C(=O)OC2=O,[#8]1-[#6](=[#8])-[#6@](-[#6])-[#7](-[#6@](-[#1])(-[#6](=[#8])-[#8]-[#6]-[#6])-[#6]-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6]1=[#8]
"{2-Amino-4(1h)-quinolinone, 97%}",NC1=CC(=O)c2ccccc2N1,[c]12:[c](:[c]:[c]:[c]:[c]1)-[#7]-[#6](-[#7])=[#6]-[#6]2=[#8]
"{N-(3-Dimethylamino)propyl lauramide, 97 %}",CCCCCCCCCCCC(=O)NCCCN(C)C,[#6]-[#7](-[#6])-[#6]-[#6]-[#6]-[#7]-[#6](=[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
"{6-Methyl-3-cyano-4-trifluoromethyl-2-pyridone, 97 %}",CC1=CC(=C(C#N)C(=O)N1)C(F)(F)F,[#6]1=[#6](-[#6])-[#7]-[#6](=[#8])-[#6](-[#6]#[#7])=[#6]1-[#6](-[#9])(-[#9])-[#9]
"{Chloroacetamidine hydrochloride, 97 %}",Cl.NC(=N)CCl,[#17]-[#6]-[#6](=[#7])-[#7]
"{N-(2-Chloro-6-methylphenyl)formamide, 97 %}",Cc1cccc(Cl)c1NC=O,[c]1:[c]:[c](-[#17]):[c](-[#7]-[#6](=[#8])-[#1]):[c](-[#6]):[c]1
"{N-(2-Naphthyl)formamide, 97 %}",O=CNc1ccc2ccccc2c1,[c]12:[c](:[c]:[c]:[c]:[c]1):[c]:[c](-[#7]-[#6](=[#8])-[#1]):[c]:[c]2
"{2,2,3,3,4,4,5,5-Octafluorohexanediamide, 97 %}",NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N,[#7]-[#6](=[#8])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](=[#8])-[#7]
"{5-Bromosalicylamide, 97 %}",NC(=O)c1cc(Br)ccc1O,[c]1:[c](-[#6](=[#8])-[#7]):[c](-[#8]):[c]:[c]:[c]1-[#35]
"{N-(3-Acetyl-4-hydroxyphenyl)butanamide, 97 %}",CCCC(=O)Nc1ccc(O)c(c1)C(=O)C,[c]1(-[#8]):[c]:[c]:[c](-[#7]-[#6](=[#8])-[#6]-[#6]-[#6]):[c]:[c]1-[#6](=[#8])-[#6]
"{N-Methyl-N-methoxytrifluoroacetamide, 99%}",CON(C)C(=O)C(F)(F)F,[#7](-[#8]-[#6])(-[#6])-[#6](-[#6](-[#9])(-[#9])-[#9])=[#8]
"{1-Acetyl-5-nitroindoline, 98 %}",CC(=O)N1CCc2cc(ccc12)[N+](=O)[O-],[#6](-[#7]1-[#6]-[#6]-[c](:[c]:[c](-[#7+](=[#8])-[#8-]):[c]:[c]2):[c]12)(=[#8])-[#6]
"{(-)-N-Acetylneuraminic acid, synthetic, crystalline}",CC(=O)NC(C(O)CC(=O)C(=O)O)C(O)C(O)C(O)CO,[#6](-[#7]-[#6](=[#8])-[#6])(-[#6](-[#8])-[#6]-[#6](=[#8])-[#6](-[#8])=[#8])-[#6](-[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-[#8]
"{Chloramphenicol, 98 %}",OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-],[#6@](-[c]1:[c]:[c]:[c](-[#7+](=[#8])-[#8-]):[c]:[c]1)(-[#8])-[#6@@](-[#6]-[#8])-[#7]-[#6](=[#8])-[#6](-[#17])-[#17]
"{2-Imidazolidone-4-carboxylic acid, 95 %}",OC(=O)[C@@H]1CNC(=O)N1,[#6](-[#6@@]1-[#6]-[#7]-[#6](=[#8])-[#7]1)(-[#8])=[#8]
"{2-Nitrophenyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside, 99+ %}",CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1Oc2ccccc2[N+](=O)[O-],[#8](-[c]1:[c]:[c]:[c]:[c]:[c]1-[#7+](=[#8])-[#8-])-[#6@]2-[#8]-[#6@](-[#6]-[#8])-[#6@@](-[#8])-[#6@](-[#8])-[#6@]2-[#7]-[#6](=[#8])-[#6]
"{4-Acetylmorpholine, 99 %}",CC(=O)N1CCOCC1,[#6](-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]1)(=[#8])-[#6]
"{6-Amino-1,3-dimethyluracil, 98 %}",CN1C(=CC(=O)N(C)C1=O)N,[#6]-[#7]1-[#6](=[#6]-[#6](=[#8])-[#7](-[#6])-[#6]1=[#8])-[#7]
"{3-Aminorhodanine, 99 %}",NN1C(=O)CSC1=S,[#7]-[#7]1-[#6](-[#16]-[#6]-[#6]1=[#8])=[#16]
"{Azodicarboxamide, 97 %}",NC(=O)N=NC(=O)N,[#7](-[#6](=[#8])-[#7])=[#7]-[#6](=[#8])-[#7]
"{N-Butylurea, 99 %}",CCCCNC(=O)N,[#7](-[#6](=[#8])-[#7])-[#6]-[#6]-[#6]-[#6]
"{1-Cyclohexyl-3-(2-morpholinoethyl)-2-thiourea, 97 %}",S=C(NCCN1CCOCC1)NC2CCCCC2,[#7](-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]1)-[#6](=[#16])-[#7]-[#6]-[#6]-[#7]2-[#6]-[#6]-[#8]-[#6]-[#6]2
"{Carbohydrazide, 98 %}",NNC(=O)NN,[#6](=[#8])(-[#7]-[#7])-[#7]-[#7]
"{Carbamylcholine chloride, 99 %}",[Cl-].C[N+](C)(C)CCOC(=O)N,[#6](-[#7+](-[#6])(-[#6])-[#6])-[#6]-[#8]-[#6](=[#8])-[#7]
"{1,2-Diformylhydrazine, 97 %}",O=CNNC=O,[#7](-[#6](-[#1])=[#8])-[#7]-[#6](-[#1])=[#8]
"{3,5-Dimethoxybenzamide, 97 %}",COc1cc(OC)cc(c1)C(=O)N,[#6](-[c]1:[c]:[c](-[#8]-[#6]):[c]:[c](-[#8]-[#6]):[c]1)(=[#8])-[#7]
"{5,5-Dimethylhydantoin, 97 %}",CC1(C)NC(=O)NC1=O,[#6]-[#6]1(-[#7]-[#6](=[#8])-[#7]-[#6]1=[#8])-[#6]
"{1,5-Dimethyl-2-pyrrolidinone, 95 %}",CC1CCC(=O)N1C,[#6]-[#7]1-[#6](-[#6]-[#6]-[#6]1-[#6])=[#8]
"{2,4-Dioxohexahydro-1,3,5-triazine, 95 %}",O=C1NCNC(=O)N1,[#8]=[#6]1-[#7]-[#6]-[#7]-[#6](=[#8])-[#7]1
"{N,N-Diphenylformamide, 99 %}",O=CN(c1ccccc1)c2ccccc2,[#7](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6]=[#8]
"{Diethyl 1,2-hydrazinedicarboxylate, 97 %}",CCOC(=O)NNC(=O)OCC,[#6](=[#8])(-[#8]-[#6]-[#6])-[#7]-[#7]-[#6](=[#8])-[#8]-[#6]-[#6]
"{1,2-Diacetylhydrazine, 98 %}",CC(=O)NNC(=O)C,[#7](-[#6](=[#8])-[#6])-[#7]-[#6](=[#8])-[#6]
"{2-Ethoxybenzamide, 97 %}",CCOc1ccccc1C(=O)N,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1-[#8]-[#6]-[#6])(=[#8])-[#7]
"{1-Formylpiperidine, 99 %}",O=CN1CCCCC1,[#6](-[#7]1-[#6]-[#6]-[#6]-[#6]-[#6]1)=[#8]
"{Girard's reagent T, 99 %}",[Cl-].C[N+](C)(C)CC(=O)NN,[#6](-[#6](=[#8])-[#7]-[#7])-[#7+](-[#6])(-[#6])-[#6]
"{2-Thiazoline-2-thiol, 98 %}",S=C1NCCS1,[#16]=[#6]1-[#16]-[#6]-[#6]-[#7]1
"{5-Nitrobarbituric acid, 95 %}",O.[O-][N+](=O)C1C(=O)NC(=O)NC1=O,[#7+](-[#6]1-[#6](-[#7]-[#6](=[#8])-[#7]-[#6]1=[#8])=[#8])(=[#8])-[#8-]
"{Phenylacetic hydrazide, 98 %}",NNC(=O)Cc1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#6](=[#8])-[#7]-[#7]
"{Piperine, 97 %}",O=C(\C=C\C=C\c1ccc2OCOc2c1)N3CCCCC3,[#6](/-[c]1:[c]:[c]:[c](-[#8]-[#6]-[#8]2):[c]2:[c]1)=[#6]\-[#6]=[#6]\-[#6](-[#7]3-[#6]-[#6]-[#6]-[#6]-[#6]3)=[#8]
"{Tetramethylthiuram disulfide, 97 %}",CN(C)C(=S)SSC(=S)N(C)C,[#6](=[#16])(-[#16]-[#16]-[#6](=[#16])-[#7](-[#6])-[#6])-[#7](-[#6])-[#6]
"{6-Thioctic amide, 98 %}",NC(=O)CCCCC1CCSS1,[#6](-[#6]1-[#16]-[#16]-[#6]-[#6]1)-[#6]-[#6]-[#6]-[#6](=[#8])-[#7]
