Name,Canonical_Smiles,SMARTS
"{cis-1,8-Diamino-p-menthane, 98 %}",CC(C)(N)C1CCC(C)(N)CC1,[#6@](-[#7])(-[#6])(-[#6])-[#6](-[#6]-[#6]-[#6@@]1(-[#6])-[#7])-[#6]-[#6]1
"{L-Tyrosinol hydrochloride, 98 %}",Cl.N[C@H](CO)Cc1ccc(O)cc1,[#1]-[#6@@](-[#6]-[#8])(-[#6]-[c]1:[c]:[c]:[c](-[#8]):[c]:[c]1)-[#7]
"{1,1,1-Trimethylhydrazinium iodide, 97 %}",[I-].C[N+](C)(C)N,[#7+](-[#7])(-[#6])(-[#6])-[#6]
"{(1S,4S)-(-)-2-(4-Fluorophenyl)-2,5-diazabicyclo[2.2.1]heptane hydrobromide}",Br.Fc1ccc(cc1)N2CC3CC2CN3,[#7]1-[#6]-[#6](-[#6]-[#6]1-[#6]2)-[#7]2-[c]3:[c]:[c]:[c](:[c]:[c]3)-[#9]
"{O-(Tetrahydro-2H-pyran-2-yl)hydroxylamine, 96 %}",NOC1CCCCO1,[#8]1-[#6](-[#8]-[#7])-[#6]-[#6]-[#6]-[#6]1
"{4-(Methylamino)cyclohexanone 2,2-dimethyltrimethylene ketal hydrochloride, 97 %}",Cl.CNC1CCC2(CC1)OCC(C)(C)CO2,[#6]1-[#6](-[#7]-[#6])-[#6]-[#6]-[#6](-[#8]-[#6]-[#6](-[#6])(-[#6])-[#6]2)(-[#8]2)-[#6]1
"{1-Chloro-N,N,2-trimethyl-1-propenylamine, 97 %}",CN(C)C(=C(C)C)Cl,[#6]\-[#6](\-[#6])=[#6](/-[#17])\-[#7](-[#6])-[#6]
"{2,6-Dichloro-5-fluoro-3-pyridinecarbonyl chloride, 97 %}",Fc1cc(C(=O)Cl)c(Cl)nc1Cl,[c]1(-[#9]):[c]:[c](-[#6](=[#8])-[#17]):[c](-[#17]):[n]:[c]1-[#17]
"{1,1-Dimethyl-N-tert-octylallylamine, 97 %}",CC(C)(C)CC(C)(C)NC(C)(C)C=C,[#6]=[#6]-[#6](-[#6])(-[#6])-[#7]-[#6](-[#6])(-[#6])-[#6]-[#6](-[#6])(-[#6])-[#6]
"{N-Methyldipropylamine, 98 %}",CCCN(C)CCC,[#6]-[#6]-[#6]-[#7](-[#6])-[#6]-[#6]-[#6]
"{Cyclohexylhydrazine hydrochloride, 98 %}",Cl.NNC1CCCCC1,[#6]1-[#6](-[#7]-[#7])-[#6]-[#6]-[#6]-[#6]1
"{(5-Bromopentyl)trimethylammonium bromide, 97 %}",[Br-].C[N+](C)(C)CCCCCBr,[#35]-[#6]-[#6]-[#6]-[#6]-[#6]-[#7+](-[#6])(-[#6])-[#6]
"{N-Methyldiphenylamine, 96 %}",CN(c1ccccc1)c2ccccc2,[c]1:[c]:[c]:[c](-[#7](-[#6])-[c]2:[c]:[c]:[c]:[c]:[c]2):[c]:[c]1
"{2,5-Diethoxyaniline}",CCOc1ccc(OCC)c(N)c1,[c]1:[c](-[#7]):[c](-[#8]-[#6]-[#6]):[c]:[c]:[c]1-[#8]-[#6]-[#6]
"{(1S,2S)-Pseudoephedrine alpha-fluoroacetamide, 98 %}",C[C@@H]([C@@H](O)c1ccccc1)N(C)C(=O)CF,[c]1:[c]:[c]:[c](-[#6@](-[#8])-[#6@](-[#6])-[#7](-[#6])-[#6](=[#8])-[#6]-[#9]):[c]:[c]1
"{N-Methyl-3-chloroaniline, 97 %}",CNc1cccc(Cl)c1,[c]1:[c](-[#7]-[#6]):[c]:[c](-[#17]):[c]:[c]1
{1-Ethyl-2-nitrobenzene},CCc1ccccc1[N+](=O)[O-],[c]1:[c](-[#6]-[#6]):[c](-[#7+](=[#8])-[#8-]):[c]:[c]:[c]1
"{3-(2-Ethylhexyloxy)propylamine, 97 %}",CCCCC(CC)COCCCN,[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6])-[#6]-[#8]-[#6]-[#6]-[#6]-[#7]
"{4-Diethylamino-2-butyn-1-ol, 97 %}",CCN(CC)CC#CCO,[#8]-[#6]-[#6]#[#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]
{2-Bromo-6-chloro-4-nitroaniline},Nc1c(Cl)cc(cc1Br)[N+](=O)[O-],[c]1(-[#17]):[c](-[#7]):[c](-[#35]):[c]:[c](-[#7+](-[#8-])=[#8]):[c]1
"{(S)-(-)-2-Amino-3-methyl-1,1-diphenylbutane}",CC(C)[C@H](N)C(c1ccccc1)c2ccccc2,[#6](-[#6])(-[#6])-[#6@](-[#1])(-[#7])-[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[c]2:[c]:[c]:[c]:[c]:[c]2
"{2-Amino-5-chlorophenol, 97 %}",Nc1ccc(Cl)cc1O,[c]1:[c](-[#8]):[c](-[#7]):[c]:[c]:[c]1-[#17]
"{(S)-(-)-2-Amino-1-fluoro-4-methyl-1,1-diphenylpentane}",CC(C)C[C@H](N)C(F)(c1ccccc1)c2ccccc2,[#6](-[#6])(-[#6])-[#6]-[#6@](-[#1])(-[#7])-[#6](-[#9])(-[c]1:[c]:[c]:[c]:[c]:[c]1)-[c]2:[c]:[c]:[c]:[c]:[c]2
"{(S)-(-)-2-Amino-3,3-dimethyl-1,1-diphenyl-1-butanol, 99 %}",CC(C)(C)[C@H](N)C(O)(c1ccccc1)c2ccccc2,[#6](-[#6])(-[#6])(-[#6])-[#6@@](-[#7])(-[#1])-[#6](-[#8])(-[c]1:[c]:[c]:[c]:[c]:[c]1)-[c]2:[c]:[c]:[c]:[c]:[c]2
"{3,4,5-Trifluoroaniline, 98 %}",Nc1cc(F)c(F)c(F)c1,[c]1:[c](-[#7]):[c]:[c](-[#9]):[c](-[#9]):[c]1-[#9]
"{3,4-Dichlorophenethylamine}",NCCc1ccc(Cl)c(Cl)c1,[c]1(-[#17]):[c]:[c]:[c](-[#6]-[#6]-[#7]):[c]:[c]1-[#17]
{3-Chloro-4-(4-chlorophenoxy)aniline},Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,[c]1(-[#17]):[c]:[c]:[c](-[#8]-[c]2:[c](-[#17]):[c]:[c](-[#7]):[c]:[c]2):[c]:[c]1
"{2-Aminobenzhydrazide, 97 %}",NNC(=O)c1ccccc1N,[c]1:[c]:[c]:[c](-[#6](-[#7]-[#7])=[#8]):[c](-[#7]):[c]1
"{4-tert-Butyl-2,6-diaminoanisole}",COc1c(N)cc(cc1N)C(C)(C)C,[c]1(-[#7]):[c](-[#8]-[#6]):[c](-[#7]):[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]1
"{4-Cyano-2-iodoaniline, 98 %}",Nc1ccc(cc1I)C#N,[c]1:[c](-[#7]):[c](-[#53]):[c]:[c](-[#6]#[#7]):[c]1
"{Cyclobutane-1,1-dicarboxamide}",NC(=O)C1(CCC1)C(=O)N,[#6]1(-[#6](=[#8])-[#7])(-[#6](=[#8])-[#7])-[#6]-[#6]-[#6]1
"{1-Amino-3-butene hydrochloride, 97 %}",Cl.NCCC=C,[#6]=[#6]-[#6]-[#6]-[#7]
"{4-Benzyloxy-N-methylaniline, 97%}",CNc1ccc(OCc2ccccc2)cc1,[c]1(-[#7]-[#6]):[c]:[c]:[c](-[#8]-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2):[c]:[c]1
"{2-Trifluoromethyl-N-methylaniline, 96%}",CNc1ccccc1C(F)(F)F,[c]1:[c](-[#7]-[#6]):[c](-[#6](-[#9])(-[#9])-[#9]):[c]:[c]:[c]1
{2-Fluoro-N-methylbenzylamine},CNCc1ccccc1F,[c]1:[c](-[#6]-[#7]-[#6]):[c](-[#9]):[c]:[c]:[c]1
"{4-tert-Butylbenzylamine, 97 %}",CC(C)(C)c1ccc(CN)cc1,[c]1:[c](-[#6]-[#7]):[c]:[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]1
"{1-(Dimethylamino)-2-nitroethylene, 97 %}",CN(C)\C=C\[N+](=O)[O-],[#6]-[#7](-[#6])\-[#6]=[#6]\-[#7+](=[#8])-[#8-]
"{N,N'-Dimethylcyclohexane-1,2-diamine, 97 %}",CNC1CCCCC1NC,[#6]1-[#6]-[#6](-[#7]-[#6])-[#6](-[#7]-[#6])-[#6]-[#6]1
"{N-(3,4-methylenedioxybenzylidene)benzylamine, 97%}",C(\N=C\c1ccc2OCOc2c1)c3ccccc3,[c]1:[c]:[c](-[#8]-[#6]-[#8]2):[c]2:[c]:[c]1\-[#6]=[#7]\-[#6]-[c]3:[c]:[c]:[c]:[c]:[c]3
{2-Methylallylamine hydrochloride},Cl.CC(=C)CN,[#6]=[#6](-[#6])-[#6]-[#7]
"{3-Methoxytriphenylamine, 97%}",COc1cccc(c1)N(c2ccccc2)c3ccccc3,[c]1:[c]:[c]:[c](-[#7](-[c]2:[c]:[c](-[#8]-[#6]):[c]:[c]:[c]2)-[c]3:[c]:[c]:[c]:[c]:[c]3):[c]:[c]1
"{4-Bromo-N,N-diphenylaniline, 97%}",Brc1ccc(cc1)N(c2ccccc2)c3ccccc3,[c]1:[c]:[c](-[#7](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[c]3:[c]:[c]:[c](-[#35]):[c]:[c]3):[c]:[c]:[c]1
"{N-benzylidene-N-(diphenylmethyl)amine, 97%}",C(=N\C(c1ccccc1)c2ccccc2)/c3ccccc3,[c]1:[c]:[c](\-[#6]=[#7]\-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[c]3:[c]:[c]:[c]:[c]:[c]3):[c]:[c]:[c]1
"{4,4'-Bis(dimethylamino)diphenyl carbinol, 95 %}",CN(C)c1ccc(cc1)C(O)c2ccc(cc2)N(C)C,[#6](-[c]1:[c]:[c]:[c](-[#7](-[#6])-[#6]):[c]:[c]1)(-[c]2:[c]:[c]:[c](-[#7](-[#6])-[#6]):[c]:[c]2)-[#8]
"{4-Aminobutyraldehyde diethyl acetal, 90 % gradetech.}",CCOC(CCCN)OCC,[#6](-[#8]-[#6]-[#6])(-[#8]-[#6]-[#6])-[#6]-[#6]-[#6]-[#7]
"{4-Chloro-3-(trifluoromethyl)aniline, 99 %}",Nc1ccc(Cl)c(c1)C(F)(F)F,[#6](-[c]1:[c]:[c](-[#7]):[c]:[c]:[c]1-[#17])(-[#9])(-[#9])-[#9]
"{2-(2-Aminoethoxy)ethanol, 98 %}",NCCOCCO,[#8](-[#6]-[#6]-[#8])-[#6]-[#6]-[#7]
"{2-Amino-1-methoxypropane, 95 %}",COCC(C)N,[#6](-[#8]-[#6])-[#6](-[#7])-[#6]
"{Benzylhydrazine dihydrochloride, 97 %}",Cl.NNCc1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#7]-[#7]
"{O-Benzylhydroxylamine hydrochloride, 99 %}",Cl.NOCc1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#8]-[#7]
"{Bis(2-chloroethyl)amine hydrochloride, 98 %}",Cl.ClCCNCCCl,[#7](-[#6]-[#6]-[#17])-[#6]-[#6]-[#17]
"{1,3-Bis(dimethylamino)-2-propanol, 97 %}",CN(C)CC(O)CN(C)C,[#6](-[#7](-[#6])-[#6])-[#6](-[#8])-[#6]-[#7](-[#6])-[#6]
"{Bis(2-methoxyethyl)amine, 99 %}",COCCNCCOC,[#7](-[#6]-[#6]-[#8]-[#6])-[#6]-[#6]-[#8]-[#6]
{2-(Butylamino)ethanethiol},CCCCNCCS,[#6](-[#6]-[#6]-[#6])-[#7]-[#6]-[#6]-[#16]
"{2-Dimethylaminoethanethiol hydrochloride, 95 %}",Cl.CN(C)CCS,[#6](-[#6]-[#16])-[#7](-[#6])-[#6]
"{2-Chloro-N,N-dimethylpropylamine hydrochloride, 98 %}",Cl.CC(Cl)CN(C)C,[#6](-[#7](-[#6])-[#6])-[#6](-[#17])-[#6]
"{3-(Dimethylamino)phenol, 97 %}",CN(C)c1cccc(O)c1,[#7](-[c]1:[c]:[c]:[c]:[c](-[#8]):[c]1)(-[#6])-[#6]
"{3-Dimethylamino-1-propyl chloride hydrochloride, 96 %}",Cl.CN(C)CCCCl,[#6](-[#6]-[#6]-[#17])-[#7](-[#6])-[#6]
"{N,N'-Dimethylhydrazine dihydrochloride, 99+ %}",Cl.CNNC,[#7](-[#6])-[#7]-[#6]
"{2,7-Diaminofluorene, >97 %}",Nc1ccc2c(Cc3cc(N)ccc23)c1,[#7]-[c]1:[c]:[c]:[c](-[c]2:[c](:[c]:[c](-[#7]):[c]:[c]2)-[#6]3):[c]3:[c]1
"{4,5-Dimethyl-o-phenylenediamine, 98 %}",Cc1cc(N)c(N)cc1C,[#6]-[c]1:[c]:[c](-[#7]):[c](-[#7]):[c]:[c]1-[#6]
"{N,N'-Diphenylethylenediamine, 98 %}",C(CNc1ccccc1)Nc2ccccc2,[#7](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#6]-[#6]-[#7]-[c]2:[c]:[c]:[c]:[c]:[c]2
"{3-(Dibutylamino)propylamine, 98 %}",CCCCN(CCCC)CCCN,[#7](-[#6]-[#6]-[#6]-[#7])(-[#6]-[#6]-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]
"{(Diethylamino)acetaldehyde diethyl acetal, 99 %}",CCOC(CN(CC)CC)OCC,[#6](-[#8]-[#6]-[#6])(-[#8]-[#6]-[#6])-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]
"{Diallylamine, 99 %}",C=CCNCC=C,[#7](-[#6]-[#6]=[#6])-[#6]-[#6]=[#6]
"{9-Fluorenone hydrazone, 98 %}",NN=C1c2ccccc2c3ccccc13,[#7](=[#6](/-[c]1:[c]2:[c]:[c]:[c]:[c]1)\-[c]3:[c]2:[c]:[c]:[c]:[c]3)/-[#7]
"{(-)-Isoproterenol hydrochloride, 98 %}",Cl.CC(C)NCC(O)c1ccc(O)c(O)c1,[#6](-[c]1:[c]:[c]:[c](-[#8]):[c](-[#8]):[c]1)(-[#8])-[#6]-[#7]-[#6](-[#6])-[#6]
"{Oleylamine, gradetech. 70 %}",CCCCCCCC\C=C/CCCCCCCCN,[#6](/-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#7])=[#6]/-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
"{N-Phenyldiethanolamine, 97 %}",OCCN(CCO)c1ccccc1,[#7](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#6]-[#6]-[#8])-[#6]-[#6]-[#8]
"{N-Phenyl-o-phenylenediamine, 98 %}",Nc1ccccc1Nc2ccccc2,[#7](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[c]2:[c]:[c]:[c]:[c]:[c]2-[#7]
"{N,N,N',N'-Tetramethyldiaminomethane, 99 %}",CN(C)CN(C)C,[#6](-[#7](-[#6])-[#6])-[#7](-[#6])-[#6]
,C=CCN(CC=C)CC=C,[#7](-[#6]-[#6]=[#6])(-[#6]-[#6]=[#6])-[#6]-[#6]=[#6]
