Name,Canonical_Smiles,SMARTS
"{4-Hydroxy-3-nitrocoumarin, 98 %}",OC1=C(C(=O)Oc2ccccc12)[N+](=O)[O-],[#8]1-[#6](-[#6](-[#7+](=[#8])-[#8-])=[#6](-[#8])-[c]2:[c]1:[c]:[c]:[c]:[c]2)=[#8]
"{Ethyl 4-(butylamino)benzoate, 98 %}",CCCCNc1ccc(cc1)C(=O)OCC,[#6](-[c]1:[c]:[c]:[c](-[#7]-[#6]-[#6]-[#6]-[#6]):[c]:[c]1)(=[#8])-[#8]-[#6]-[#6]
"{Phenyl phenylacetate, 96 %}",O=C(Cc1ccccc1)Oc2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#6](=[#8])-[#8]-[c]2:[c]:[c]:[c]:[c]:[c]2
"{Dimethyl 2-thioxo-1,3-dithiole-4,5-dicarboxylate, 98 %}",COC(=O)C1=C(SC(=S)S1)C(=O)OC,[#6](-[#8]-[#6])(-[#6]1=[#6](-[#16]-[#6](=[#16])-[#16]1)-[#6](-[#8]-[#6])=[#8])=[#8]
"{Ethyl 2-(ethoxymethylene)-4,4,4-trifluoro-3-oxobutyrate,mixture of cis and trans, 96 %}",CCO\C=C(\C(=O)OCC)/C(=O)C(F)(F)F,[#6](=[#6]/-[#8]-[#6]-[#6])(/-[#6](-[#6](-[#9])(-[#9])-[#9])=[#8])\-[#6](-[#8]-[#6]-[#6])=[#8]
"{Methyl perillate, 97 %}",COC(=O)C1=CCC(CC1)C(=C)C,[#6](-[#6]1=[#6]-[#6]-[#6](-[#6](=[#6])-[#6])-[#6]-[#6]1)(=[#8])-[#8]-[#6]
"{Diethyl 1,3,5-benzenetricarboxylate, 95 %}",CCOC(=O)c1cc(cc(c1)C(=O)OCC)C(=O)O,[#6](-[#8])(-[c](:[c]:[c](:[c]:[c]1-[#6](-[#8]-[#6]-[#6])=[#8])-[#6](-[#8]-[#6]-[#6])=[#8]):[c]1)=[#8]
"{(1R,3S)-(+)-4-Cyclopentene-1,3-diol 1-acetate, 99+ %}",CC(=O)O[C@@H]1C[C@H](O)C=C1,[#8](-[#6@@]1-[#6]-[#6@](-[#8])-[#6]=[#6]1)-[#6](-[#6])=[#8]
"{(+)-mono-(1S)-Menthyl phthalate, 99 %}",CC(C)C1CCC(C)C[C@@H]1OC(=O)c2ccccc2C(=O)O,[#8](-[#6@]1-[#6]-[#6](-[#6])-[#6]-[#6]-[#6]1-[#6@@](-[#6])-[#6])-[#6](-[c]2:[c](:[c]:[c]:[c]:[c]2)-[#6](-[#8])=[#8])=[#8]
"{(Formyloxy)acetonitrile, 99 %}",O=COCC#N,[#1]-[#6](=[#8])-[#8]-[#6]-[#6]#[#7]
"{Fumaric acid monoethyl ester calcium salt, 98 %}",[Ca+2].CCOC(=O)\C=C\C(=O)[O-].CCOC(=O)\C=C\C(=O)[O-],[#6]-[#6]-[#8]-[#6](=[#8])\-[#6](-[#1])=[#6](-[#1])\-[#6](=[#8])-[#8-]
"{Methyl 3-methoxy-2-(2-methoxy-2-oxoethoxy)benzoate, 98 %}",COC(=O)COc1c(OC)cccc1C(=O)OC,[#6](-[#8]-[#6])(-[c]1:[c](-[#8]-[#6]-[#6](-[#8]-[#6])=[#8]):[c](-[#8]-[#6]):[c]:[c]:[c]1)=[#8]
"{1-Cyclohexen-1-yl acetate, 97 %}",CC(=O)OC1=CCCCC1,[#6](-[#6])(-[#8]-[#6]1=[#6]-[#6]-[#6]-[#6]-[#6]1)=[#8]
"{mono-Benzyl malonate, 95 %}",OC(=O)CC(=O)OCc1ccccc1,[#8]=[#6](-[#6]-[#6](-[#8])=[#8])-[#8]-[#6]-[c]1:[c]:[c]:[c]:[c]:[c]1
"{D-Galactal cyclic 3,4-carbonate}",OC[C@H]1OC=C[C@H]2OC(=O)O[C@@H]12,[#8]=[#6](-[#8]-[#6@@](-[#6@@]1-[#6@]2-[#6]-[#8])-[#6]=[#6]-[#8]2)-[#8]1
"{trans-5-Acetoxy-1,3-oxathiolane-2-carboxylic acid, 98 %}",CC(=O)O[C@@H]1CS[C@H](O1)C(=O)O,[#6](-[#6])(=[#8])-[#8]-[#6@@]1-[#6]-[#16]-[#6@@](-[#6](-[#8])=[#8])-[#8]1
"{Methyl 3-hydroxy-4-methoxybenzoate, 98 %}",COC(=O)c1ccc(OC)c(O)c1,[#6](-[#8]-[#6])(-[c]1:[c]:[c](-[#8]):[c](-[#8]-[#6]):[c]:[c]1)=[#8]
"{(R)-(+)-alpha-[(3-Methoxy-1-methyl-3-oxo-1-propenyl)amino]-1,4-cyclohexadiene-1-acetic acid sodium salt, 98 %}",COC(=O)\C=C(/C)\N[C@@H](C(=O)O[Na])C1=CCC=CC1,[#6](=[#6]/-[#6](-[#8]-[#6])=[#8])(/-[#6])\-[#7]-[#6@](-[#1])(-[#6]1=[#6]-[#6]-[#6]=[#6]-[#6]1)-[#6](-[#8]-[#11])=[#8]
"{(R)-(-)-alpha-[(3-Ethoxy-1-methyl-3-oxo-1-propenyl)amino]benzeneacetic acid, 97 %}",CCOC(=O)\C=C(/C)\N[C@@H](C(=O)O[K])c1ccccc1,[#6](=[#6]/-[#6](-[#8]-[#6]-[#6])=[#8])(/-[#6])\-[#7]-[#6@](-[#1])(-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#6](-[#8]-[#19])=[#8]
"{6-O-Benzoyl-D-glucal, 98 %}",O[C@@H]1C=CO[C@H](COC(=O)c2ccccc2)[C@H]1O,[#6](-[#8]-[#6]-[#6@@]1-[#6@@](-[#8])-[#6@](-[#8])-[#6]=[#6]-[#8]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#8]
"{Methyl (S)-(-)-3-hydroxy-5-oxo-1-cyclopentene-1-heptanoate, 98 %}",COC(=O)CCCCCCC1=C[C@@H](O)CC1=O,[#8]=[#6]1-[#6]-[#6@](-[#8])-[#6]=[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#8]-[#6])=[#8]
"{Ethyl trans-2,3-dibromoacrylate, 96 %}",CCOC(=O)\C(=C/Br)\Br,[#35]\-[#6](=[#6](\-[#35])/-[#6](-[#8]-[#6]-[#6])=[#8])-[#1]
"{tert-Butyl 2,5-dihydro-1H-pyrrole-1-carboxylate, 97 %}",CC(C)(C)OC(=O)N1CC=CC1,[#7]1(-[#6]-[#6]=[#6]-[#6]1)-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]
"{2-(Chloromethyl)phenyl acetate, 97 %}",CC(=O)Oc1ccccc1CCl,[#6](-[#6])(-[#8]-[c]1:[c](-[#6]-[#17]):[c]:[c]:[c]:[c]1)=[#8]
"{Methyl (2R,3S)-(+)-2,3-dihydroxy-3-phenylpropionate, 99 %}",COC(=O)[C@H](O)[C@@H](O)c1ccccc1,[c]1:[c]:[c](-[#6@](-[#8])-[#6@@](-[#8])-[#6](=[#8])-[#8]-[#6]):[c]:[c]:[c]1
"{4-[Bis[2-(acetyloxy)ethyl]amino]benzaldehyde, 98 %}",CC(=O)OCCN(CCOC(=O)C)c1ccc(C=O)cc1,[#8]=[#6](-[c]1:[c]:[c]:[c](:[c]:[c]1)-[#7](-[#6]-[#6]-[#8]-[#6](=[#8])-[#6])-[#6]-[#6]-[#8]-[#6](=[#8])-[#6])-[#1]
"{3-Butene-1,2-diol, 99+ %}",OCC(O)C=C,[#1]-[#6](=[#6](-[#6](-[#8])-[#6]-[#8])-[#1])-[#1]
"{(1S,4S)-(-)-2-(4-Methylphenyl)-2,5-diazabicyclo[2.2.1]heptane maleate salt, 97 %}",Cc1ccc(cc1)N2CC3CC2CN3.OC(=O)\C=C/C(=O)O,[#6]12-[#6]-[#6](-[#7](-[c]3:[c]:[c]:[c](-[#6]):[c]:[c]3)-[#6]1)-[#6]-[#7]2
"{4-Vinyl-1,3-dioxolan-2-one, 99 %}",C=CC1COC(=O)O1,[#6]1(=[#8])-[#8]-[#6]-[#6](-[#6]=[#6])-[#8]1
"{4'-Bromo-[1,1'-biphenyl]-4-ol acetate}",CC(=O)Oc1ccc(cc1)c2ccc(Br)cc2,[#6]-[#6](=[#8])-[#8]-[c]1:[c]:[c]:[c](-[c]2:[c]:[c]:[c](-[#35]):[c]:[c]2):[c]:[c]1
"{Ethyl 3,5-difluorobenzoylformate, 96 %}",CCOC(=O)C(=O)c1cc(F)cc(F)c1,[c]1(-[#9]):[c]:[c](-[#6](=[#8])-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c](-[#9]):[c]1
"{2-Methoxyphenyl chloroformate, 98 %}",COc1ccccc1OC(=O)Cl,[#17]-[#6](=[#8])-[#8]-[c]1:[c]:[c]:[c]:[c]:[c]1-[#8]-[#6]
"{3-Chloropropyl chloroformate, 97 %}",ClCCCOC(=O)Cl,[#17]-[#6](=[#8])-[#8]-[#6]-[#6]-[#6]-[#17]
"{4-Hydroxy-1-indanone benzoate, 97 %}",O=C(Oc1cccc2C(=O)CCc12)c3ccccc3,[c]1:[c]:[c](-[#6](=[#8])-[#6]-[#6]2):[c]2:[c](-[#8]-[#6](-[c]3:[c]:[c]:[c]:[c]:[c]3)=[#8]):[c]1
"{Diacetoxycumolone, 96 %}",CC(=O)CCc1c(C)c(OC(=O)C)c(C)c(C)c1OC(=O)C,[c]1(-[#6]):[c](-[#8]-[#6](=[#8])-[#6]):[c](-[#6]):[c](-[#6]-[#6]-[#6](=[#8])-[#6]):[c](-[#8]-[#6](=[#8])-[#6]):[c]1-[#6]
"{Ethyl 3,5-diethoxybenzoate}",CCOC(=O)c1cc(OCC)cc(OCC)c1,[c]1:[c](-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c](-[#8]-[#6]-[#6]):[c]:[c]1-[#8]-[#6]-[#6]
"{2-[4-(Bromomethyl)phenyl]propanoic acid, 96 %}",CC(C(=O)O)c1ccc(CBr)cc1,[c]1:[c](-[#6](-[#6])-[#6](=[#8])-[#8]):[c]:[c]:[c](-[#6]-[#35]):[c]1
"{6-Chloroacetyl-1,4-benzodioxane, 97 %}",ClCC(=O)c1ccc2OCCOc2c1,[c]12:[c](:[c]:[c]:[c](-[#6](=[#8])-[#6]-[#17]):[c]1)-[#8]-[#6]-[#6]-[#8]2
"{Ethyl pentafluoropropionyl acetate, 95 %}",CCOC(=O)CC(=O)C(F)(F)C(F)(F)F,[#9]-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](=[#8])-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]
"{N,N-Dibenzyl-L-serine methyl ester}",COC(=O)[C@H](CO)N(Cc1ccccc1)Cc2ccccc2,[#6](-[#8])-[#6@@](-[#7](-[#6]-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#6]-[c](:[c]:[c]:[c]:[c]2):[c]2)(-[#1])-[#6](=[#8])-[#8]-[#6]
"{Tri-O-acetyl-beta-D-arabinosylbromide, 95 %}",CC(=O)O[C@@H]1CO[C@@H](Br)[C@@H](OC(=O)C)[C@@H]1OC(=O)C,[#8]1-[#6@@](-[#35])-[#6@@](-[#8]-[#6](=[#8])-[#6])-[#6@](-[#8]-[#6](-[#6])=[#8])-[#6@](-[#8]-[#6](=[#8])-[#6])-[#6]1
"{Tetramethylammonium thioacetate, 97 %}",CC(=O)[S-].C[N+](C)(C)C,[#6]-[#7+](-[#6])(-[#6])-[#6]
"{Propargyl acrylate, 98 %}",C=CC(=O)OCC#C,[#6]#[#6]-[#6]-[#8]-[#6](=[#8])-[#6]=[#6]
"{Methyl phenylpropiolate, 97 %}",COC(=O)C#Cc1ccccc1,[c]1:[c]:[c]:[c](-[#6]#[#6]-[#6](=[#8])-[#8]-[#6]):[c]:[c]1
{Methyl 4-acetylbenzoate},COC(=O)c1ccc(cc1)C(=O)C,[c]1(-[#6](=[#8])-[#6]):[c]:[c]:[c](-[#6](=[#8])-[#8]-[#6]):[c]:[c]1
"{Isobutyl 3,5-diamino-4-chlorobenzoate}",CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,[c]1(-[#7]):[c]:[c](-[#6](=[#8])-[#8]-[#6]-[#6](-[#6])-[#6]):[c]:[c](-[#7]):[c]1-[#17]
"{2-(Acetylthio)norbornane, mixture of isomers}",CC(=O)SC1CC2CCC1C2,[#6]12-[#6]-[#6](-[#6](-[#1])(-[#16]-[#6](-[#6])=[#8])-[#6]1)-[#6]-[#6]2
{N-(-3-Acetylthiopropyl)phthalimide},CC(=O)SCCCN1C(=O)c2ccccc2C1=O,[c]12:[c](:[c]:[c]:[c]:[c]1)-[#6](=[#8])-[#7](-[#6]-[#6]-[#6]-[#16]-[#6](-[#6])=[#8])-[#6]2=[#8]
"{(R)-(+)-2-Methylsuccinic acid 4-methyl ester, 95 %}",COC(=O)C[C@@H](C)C(=O)O,[#6]-[#8]-[#6](=[#8])-[#6]-[#6@](-[#6])(-[#1])-[#6](=[#8])-[#8]
"{trans,trans-2,4-Hexadienyl acetate, 97 %}",C\C=C\C=C\COC(=O)C,[#6](/-[#6])(-[#1])=[#6](-[#1])\-[#6](-[#1])=[#6](\-[#6]-[#8]-[#6](=[#8])-[#6])-[#1]
"{Methyl 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate,mixture of cis and trans}",COC(=O)C1C(C=C(Cl)Cl)C1(C)C,[#6]1(-[#6](=[#8])-[#8]-[#6])-[#6](-[#6])(-[#6])-[#6]1\-[#6](=[#6](\-[#17])/-[#17])-[#1]
{Dimethyl (2-methylpropyl)malonate},COC(=O)C(CC(C)C)C(=O)OC,[#6]-[#8]-[#6](=[#8])-[#6](-[#6]-[#6](-[#6])-[#6])-[#6](=[#8])-[#8]-[#6]
{4-Chloro-(N-BOC)aniline},CC(C)(C)OC(=O)Nc1ccc(Cl)cc1,[c]1(-[#17]):[c]:[c]:[c](-[#7]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]):[c]:[c]1
"{4-Chlorobenzyl benzoate, 97 %}",Clc1ccc(COC(=O)c2ccccc2)cc1,[c]1:[c]:[c](-[#6](=[#8])-[#8]-[#6]-[c]2:[c]:[c]:[c](-[#17]):[c]:[c]2):[c]:[c]:[c]1
"{Ethyl (2-nitrobenzoyl)acetate, 97%}",CCOC(=O)CC(=O)c1ccccc1[N+](=O)[O-],[c]1:[c]:[c](-[#6](=[#8])-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]):[c](-[#7+](-[#8-])=[#8]):[c]:[c]1
{(S)-(-)-N-Boc-tert-leucinol},CC(C)(C)OC(=O)N[C@H](CO)C(C)(C)C,[#6](-[#6])(-[#6])(-[#6])-[#6@@](-[#7]-[#6](-[#8]-[#6](-[#6])(-[#6])-[#6])=[#8])(-[#1])-[#6]-[#8]
{Ethyl 3-((2-methoxy-2-oxoethyl)thio)propanoate},CCOC(=O)CCSCC(=O)OC,[#6]-[#8]-[#6](=[#8])-[#6]-[#16]-[#6]-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]
"{Methyl [(phenylmethylidene)amino]acetate, 98 %}",COC(=O)C\N=C\c1ccccc1,[c]1:[c]:[c]:[c](\-[#6]=[#7]\-[#6]-[#6](=[#8])-[#8]-[#6]):[c]:[c]1
"{Ethyl 3-chloro-4-hydroxybenzoate, 97 %}",CCOC(=O)c1ccc(O)c(Cl)c1,[c]1:[c](-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c](-[#17]):[c](-[#8]):[c]1
"{2-Aminophenyl-2-penten-4-one, 97 %}",CC(=O)\C=C(\C)/Nc1ccccc1,[c]1:[c]:[c]:[c](-[#7]\-[#6](\-[#6])=[#6]/-[#6](-[#6])=[#8]):[c]:[c]1
"{4-Hydroxy-7-methoxy-3-phenylcoumarin, 97 %}",COc1ccc2C(=C(C(=O)Oc2c1)c3ccccc3)O,[c]12:[c](:[c]:[c](-[#8]-[#6]):[c]:[c]1)-[#8]-[#6](=[#8])-[#6](-[c]3:[c]:[c]:[c]:[c]:[c]3)=[#6]2-[#8]
"{Ethyl 4-aminocinnamate, 97 %}",CCOC(=O)\C=C\c1ccc(N)cc1,[c]1:[c]:[c](\-[#6]=[#6]\-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c]:[c]1-[#7]
{t-Butyl 3-bromopropionate},CC(C)(C)OC(=O)CCBr,[#35]-[#6]-[#6]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]
"{3-(Trifluoromethoxy)cinnamic acid, 97 % predomnantly trans}",OC(=O)\C=C\c1cccc(OC(F)(F)F)c1,[c]1:[c]:[c]:[c](\-[#6]=[#6]\-[#6](=[#8])-[#8]):[c]:[c]1-[#8]-[#6](-[#9])(-[#9])-[#9]
"{Methyl 4-fluorocinnamate, predominantly trans, 97 %}",COC(=O)\C=C\c1ccc(F)cc1,[c]1(-[#9]):[c]:[c]:[c](\-[#6](-[#1])=[#6](-[#1])\-[#6](=[#8])-[#8]-[#6]):[c]:[c]1
"{Ethyl 5-bromo-2-hydroxyhippurate, 97 %}",CCOC(=O)CNC(=O)c1cc(Br)ccc1O,[c]1(-[#35]):[c]:[c](-[#6](=[#8])-[#7]-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]):[c](-[#8]):[c]:[c]1
"{Ethyl 3,4-dimethoxybenzoylacetate, 97 %}",CCOC(=O)CC(=O)c1ccc(OC)c(OC)c1,[c]1:[c]:[c](-[#6](=[#8])-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c](-[#8]-[#6]):[c]1-[#8]-[#6]
"{3,5-Dimethoxy-2-naphthoic acid, 97 %}",COc1cccc2cc(C(=O)O)c(OC)cc12,[c]12:[c](:[c](-[#8]-[#6]):[c]:[c]:[c]1):[c]:[c](-[#8]-[#6]):[c](-[#6](=[#8])-[#8]):[c]2
"{(2,2,5-Trimethyl-[1,3]dioxan-5-yl)methanol, 96 %}",CC1(CO)COC(C)(C)OC1,[#6]1(-[#6]-[#8])(-[#6])-[#6]-[#8]-[#6](-[#6])(-[#6])-[#8]-[#6]1
"{6-Hydroxy-3-coumaranone, 97 %}",Oc1ccc2C(=O)COc2c1,[c]12:[c](:[c]:[c](-[#8]):[c]:[c]1)-[#8]-[#6]-[#6]2=[#8]
"{Allyl phenyl carbonate, 97%}",C=CCOC(=O)Oc1ccccc1,[c]1:[c]:[c]:[c](-[#8]-[#6](=[#8])-[#8]-[#6]-[#6]=[#6]):[c]:[c]1
"{Ethyl alpha-cyano-4-fluorocinnamate, 97 %}",CCOC(=O)\C(=C/c1ccc(F)cc1)\C#N,[c]1(-[#9]):[c]:[c]:[c](\-[#6]=[#6](/-[#6](-[#8]-[#6]-[#6])=[#8])\-[#6]#[#7]):[c]:[c]1
"{6-Chloropyran-2-one, 97 %}",ClC1=CC=CC(=O)O1,[#6]1=[#6](-[#17])-[#8]-[#6](=[#8])-[#6]=[#6]1
"{Methyl 2-[(succinimidooxy)carbonyl]benzoate, 97 %}",COC(=O)c1ccccc1C(=O)ON2C(=O)CCC2=O,[#6]1-[#6]-[#6](=[#8])-[#7](-[#8]-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2-[#6](=[#8])-[#8]-[#6])=[#8])-[#6]1=[#8]
{L-Tyrosine methyl ester hydrochloride},Cl.COC(=O)C(N)Cc1ccc(O)cc1,[#6](-[c]1:[c]:[c]:[c](-[#8]):[c]:[c]1)-[#6](-[#7])-[#6](=[#8])-[#8]-[#6]
{4-Ethoxymethylene-2-phenyl-2-oxazolin-5-one},CCO\C=C/1\N=C(OC1=O)c2ccccc2,[#6](=[#6](/-[#6]1=[#8])\-[#7]=[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#8]1)/-[#8]-[#6]-[#6]
"{N-Benzylglycine ethyl ester, 97 %}",CCOC(=O)CNCc1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#7]-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]
"{Benactyzine hydrochloride, 98 %}",Cl.CCN(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#8])-[#6](=[#8])-[#8]-[#6]-[#6]-[#7](-[#6]-[#6])-[#6]-[#6]
"{Coumalic acid, 97 %}",OC(=O)C1=COC(=O)C=C1,[#6](-[#6]1=[#6]-[#8]-[#6](=[#8])-[#6]=[#6]1)(-[#8])=[#8]
"{Dimethyl 5-aminoisophthalate, 98 %}",COC(=O)c1cc(N)cc(c1)C(=O)OC,[#6](-[c]1:[c]:[c](-[#7]):[c]:[c](-[#6](=[#8])-[#8]-[#6]):[c]1)(=[#8])-[#8]-[#6]
"{Ethyl 2-bromomyristate, 96 %}",CCCCCCCCCCCCC(Br)C(=O)OCC,[#6](-[#35])(-[#6](=[#8])-[#8]-[#6]-[#6])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]
"{Ethyl isodehydracetate, 99 %}",CCOC(=O)C1=C(C)OC(=O)C=C1C,[#6](-[#6]1=[#6](-[#8]-[#6](=[#8])-[#6]=[#6]1-[#6])-[#6])(=[#8])-[#8]-[#6]-[#6]
"{Ethyl m-tolylacetate, 98 %}",CCOC(=O)Cc1cccc(C)c1,[c]1:[c]:[c]:[c](-[#6]-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c]1-[#6]
"{4-Hydroxy-6-methyl-2-pyrone, 98 %}",CC1=CC(=CC(=O)O1)O,[#8]-[#6]1=[#6]-[#6](=[#8])-[#8]-[#6](-[#6])=[#6]1
"{Methyl 4-bromocrotonate, 85 % gradetech.}",COC(=O)\C=C\CBr,[#6](=[#8])(-[#8]-[#6])\-[#6]=[#6]\-[#6]-[#35]
"{-Methylcoumarin, 99+ %}",Cc1ccc2OC(=O)C=Cc2c1,[#6]-[c]1:[c]:[c]:[c](-[#8]-[#6](=[#8])-[#6]=[#6]2):[c]2:[c]1
"{3-Phenyl-5-isoxazolone, 98 %}",O=C1CC(=NO1)c2ccccc2,[#8]=[#6]1-[#8]-[#7]=[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6]1
"{Resorcinol monoacetate, gradetech.}",CC(=O)Oc1cccc(O)c1,[#8](-[c]1:[c]:[c]:[c]:[c](-[#8]):[c]1)-[#6](=[#8])-[#6]
