Name,Canonical_Smiles,SMARTS
"{4-Bromo-2,2-diphenylbutyric acid, 98 %}",OC(=O)C(CCBr)(c1ccccc1)c2ccccc2,[#6](-[#6]-[#6]-[#35])(-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c](:[c]:[c]:[c]:[c]2):[c]2)-[#6](=[#8])-[#8]
"{(R)-(+)-Tetrahydro-2-furoic acid, 99 %}",OC(=O)[C@H]1CCCO1,[#8]1-[#6@](-[#6]-[#6]-[#6]1)-[#6](-[#8])=[#8]
"{Benzyloxyacetone, 90 %}",CC(=O)COCc1ccccc1,[c]1:[c]:[c](-[#6]-[#8]-[#6]-[#6](=[#8])-[#6]):[c]:[c]:[c]1
"{2-Nitrophenoxyacetic acid, 99 %}",OC(=O)COc1ccccc1[N+](=O)[O-],[c]1:[c]:[c]:[c](-[#8]-[#6]-[#6](=[#8])-[#8]):[c](-[#7+](-[#8-])=[#8]):[c]1
"{3,3,3-Trifluoropropionic acid, 98 %}",OC(=O)CC(F)(F)F,[#9]-[#6](-[#9])(-[#9])-[#6]-[#6](=[#8])-[#8]
"{2,5-Dimethoxy-3-nitrobenzoic acid, 99 %}",COc1cc(C(=O)O)c(OC)c(c1)[N+](=O)[O-],[c]1:[c](-[#6](=[#8])-[#8]):[c](-[#8]-[#6]):[c](-[#7+](=[#8])-[#8-]):[c]:[c]1-[#8]-[#6]
"{4-Benzyloxybenzoic acid, 99 %}",OC(=O)c1ccc(OCc2ccccc2)cc1,[c]1(-[#6](=[#8])-[#8]):[c]:[c]:[c](-[#8]-[#6]-[c]2:[c]:[c]:[c]:[c]:[c]2):[c]:[c]1
"{11-Hydroxyundecanoic acid, 96 %}",OCCCCCCCCCCC(=O)O,[#6](-[#6]-[#6]-[#6]-[#6]-[#6]-[#8])-[#6]-[#6]-[#6]-[#6]-[#6](=[#8])-[#8]
"{5-Fluoro-2-mercaptobenzoic acid, 96 %}",OC(=O)c1cc(F)ccc1S,[c]1:[c](-[#6](=[#8])-[#8]):[c](-[#16]):[c]:[c]:[c]1-[#9]
"{2,6-Diethoxybenzoic acid}",CCOc1cccc(OCC)c1C(=O)O,[c]1(-[#8]-[#6]-[#6]):[c](-[#6](=[#8])-[#8]):[c](-[#8]-[#6]-[#6]):[c]:[c]:[c]1
"{2-(2,4-Dichloro-5-fluorobenzoyl)-3-cyclopropylaminoacrylic acid, methyl ester,mixture of isomers, 97 % mixture of isomers}",COC(=C)\C(=C/NC1CC1)\C(=O)c2cc(F)c(Cl)cc2Cl,[c]1(-[#9]):[c]:[c](-[#6](=[#8])\-[#6](=[#6]\-[#7]-[#6]2-[#6]-[#6]2)\-[#6](=[#6])-[#8]-[#6]):[c](-[#17]):[c]:[c]1-[#17]
"{(S)-(-)-Trifluorolactic acid, 98 %}",O[C@H](C(=O)O)C(F)(F)F,[#6](-[#9])(-[#9])(-[#9])-[#6@](-[#1])(-[#8])-[#6](=[#8])-[#8]
"{Chromone-3-carboxylic acid, 97 %}",OC(=O)C1=COc2ccccc2C1=O,[c]12:[c](:[c]:[c]:[c]:[c]1)-[#8]-[#6]=[#6](-[#6](=[#8])-[#8])-[#6]2=[#8]
"{O-tert-Butyl-L-tyrosine, 97 %}",CC(C)(C)Oc1ccc(C[C@H](N)C(=O)O)cc1,[c]1(-[#8]-[#6](-[#6])(-[#6])-[#6]):[c]:[c]:[c](-[#6]-[#6@](-[#1])(-[#7])-[#6](=[#8])-[#8]):[c]:[c]1
"{2,3,4,5-Tetrafluoro-6-nitrobenzoic acid, 95 %}",OC(=O)c1c(F)c(F)c(F)c(F)c1[N+](=O)[O-],[c]1(-[#7+](-[#8-])=[#8]):[c](-[#6](=[#8])-[#8]):[c](-[#9]):[c](-[#9]):[c](-[#9]):[c]1-[#9]
"{2-(4-Chlorophenyl)-3-methylbutyric acid, 96 %}",CC(C)C(C(=O)O)c1ccc(Cl)cc1,[c]1(-[#17]):[c]:[c]:[c](-[#6](-[#6](-[#6])-[#6])-[#6](=[#8])-[#8]):[c]:[c]1
"{6-Methoxy-2-naphthoic acid, 97 %}",COc1ccc2cc(ccc2c1)C(=O)O,[c]1:[c]:[c](:[c]:[c](-[#6](=[#8])-[#8]):[c]:[c]2):[c]2:[c]:[c]1-[#8]-[#6]
"{2-Fluoro-3-(trifluoromethyl)phenylacetic acid, 98 %}",OC(=O)Cc1cccc(c1F)C(F)(F)F,[c]1:[c]:[c]:[c](-[#6]-[#6](=[#8])-[#8]):[c](-[#9]):[c]1-[#6](-[#9])(-[#9])-[#9]
{2-Acetamido-4-fluorobenzoic acid},CC(=O)Nc1cc(F)ccc1C(=O)O,[c]1:[c](-[#6](=[#8])-[#8]):[c](-[#7]-[#6](=[#8])-[#6]):[c]:[c](-[#9]):[c]1
{6-Fluorochromone-2-carboxylic acid},OC(=O)C1=CC(=O)c2cc(F)ccc2O1,[c]12:[c](:[c]:[c]:[c](-[#9]):[c]1)-[#8]-[#6](-[#6](=[#8])-[#8])=[#6]-[#6]2=[#8]
"{5-Hexynoic acid, 97 %}",OC(=O)CCCC#C,[#6](=[#8])(-[#8])-[#6]-[#6]-[#6]-[#6]#[#6]
"{6-Acetylthiohexanoic acid, 97%}",CC(=O)SCCCCCC(=O)O,[#6]-[#6](=[#8])-[#16]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](=[#8])-[#8]
{3-Dimethylaminobenzoic acid},CN(C)c1cccc(c1)C(=O)O,[c]1:[c](-[#6](=[#8])-[#8]):[c]:[c](-[#7](-[#6])-[#6]):[c]:[c]1
"{2,7-Di-tert-butylfluorene-9-carboxylic acid, 98 %}",CC(C)(C)c1ccc2c(c1)C(C(=O)O)c3cc(ccc23)C(C)(C)C,[c]12:[c](-[#6](-[#6](=[#8])-[#8])-[c](:[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]:[c]3):[c]13):[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]:[c]2
{3-Oxo-1-cyclohexanecarboxylic acid},OC(=O)C1CCCC(=O)C1,[#6]1-[#6](-[#6](=[#8])-[#8])-[#6]-[#6](=[#8])-[#6]-[#6]1
"{4-(1,1,2,2-Tetrafluoroethoxy)benzoic acid}",OC(=O)c1ccc(OC(F)(F)C(F)F)cc1,[c]1(-[#6](=[#8])-[#8]):[c]:[c]:[c](-[#8]-[#6](-[#9])(-[#9])-[#6](-[#9])-[#9]):[c]:[c]1
"{2-Aminophenylacetic acid, 95 %}",Nc1ccccc1CC(=O)O,[c]1:[c](-[#6]-[#6](=[#8])-[#8]):[c](-[#7]):[c]:[c]:[c]1
{3-Methyl-4-pentenoic acid},CC(CC(=O)O)C=C,[#6]=[#6]-[#6](-[#6])-[#6]-[#6](=[#8])-[#8]
{Mesitylacetic acid},Cc1cc(C)c(CC(=O)O)c(C)c1,[c]1(-[#6]):[c]:[c](-[#6]):[c](-[#6]-[#6](=[#8])-[#8]):[c](-[#6]):[c]1
"{4-(Trifluoromethylthio)phenylacetic acid, 97 %}",OC(=O)Cc1ccc(SC(F)(F)F)cc1,[c]1(-[#6]-[#6](=[#8])-[#8]):[c]:[c]:[c](-[#16]-[#6](-[#9])(-[#9])-[#9]):[c]:[c]1
{4-Methylphenylthiolacetic acid},Cc1ccc(SCC(=O)O)cc1,[c]1(-[#6]):[c]:[c]:[c](-[#16]-[#6]-[#6](=[#8])-[#8]):[c]:[c]1
"{1-(4-Methoxyphenyl)ethyliminoxyacetic acid, 97 %}",COc1ccc(cc1)\C(=N\OCC(=O)O)\C,[c]1:[c]:[c](\-[#6](\-[#6])=[#7]\-[#8]-[#6]-[#6](=[#8])-[#8]):[c]:[c]:[c]1-[#8]-[#6]
"{1,4-Benzodioxan-2-carboxylic acid}",OC(=O)C1COc2ccccc2O1,[c]12:[c](:[c]:[c]:[c]:[c]1)-[#8]-[#6]-[#6](-[#6](=[#8])-[#8])-[#8]2
"{2-Methyl-1-naphthoic acid, 97 %}",Cc1ccc2ccccc2c1C(=O)O,[c]12:[c](:[c]:[c]:[c]:[c]1):[c]:[c]:[c](-[#6]):[c]2-[#6](=[#8])-[#8]
{4-Fluoro-3-hydroxybenzoic acid},OC(=O)c1ccc(F)c(O)c1,[c]1:[c](-[#6](=[#8])-[#8]):[c]:[c](-[#8]):[c](-[#9]):[c]1
"{(S)-(+)-3-Hydroxy-N-methylpyrrolidine, 95 %}",CN1CC[C@H](O)C1,[#7]1(-[#6])-[#6]-[#6]-[#6@](-[#8])-[#6]1
"{3-Amino-3-(4-methylphenyl)propionic acid, 97 %}",Cc1ccc(cc1)C(N)CC(=O)O,[c]1:[c]:[c](-[#6](-[#7])-[#6]-[#6](=[#8])-[#8]):[c]:[c]:[c]1-[#6]
"{4-(Methylsulfonyl)phenylacetic acid, 97 %}",CS(=O)(=O)c1ccc(CC(=O)O)cc1,[#6]-[#16](=[#8])(=[#8])-[c]1:[c]:[c]:[c](-[#6]-[#6](=[#8])-[#8]):[c]:[c]1
"{Methyl 5-chloro-2-nitrobenzoate, 97 %}",COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],[c]1:[c](-[#6](=[#8])-[#8]-[#6]):[c](-[#7+](-[#8-])=[#8]):[c]:[c]:[c]1-[#17]
"{alpha-Cyano-4-methoxycinnamic acid, 97%}",COc1ccc(\C=C(/C#N)\C(=O)O)cc1,[c]1:[c]:[c](\-[#6]=[#6](/-[#6]#[#7])\-[#6](=[#8])-[#8]):[c]:[c]:[c]1-[#8]-[#6]
"{3-Phenoxyphenylacetic acid, 98 %}",OC(=O)Cc1cccc(Oc2ccccc2)c1,[c]1:[c]:[c]:[c](-[#8]-[c]2:[c]:[c]:[c]:[c](-[#6]-[#6](=[#8])-[#8]):[c]2):[c]:[c]1
"{5-Bromo-2,4-dimethoxybenzoic acid, 97 %}",COc1cc(OC)c(cc1Br)C(=O)O,[c]1:[c](-[#6](=[#8])-[#8]):[c](-[#8]-[#6]):[c]:[c](-[#8]-[#6]):[c]1-[#35]
"{Indan-2,2-dicarboxylic acid, 97 %}",OC(=O)C1(Cc2ccccc2C1)C(=O)O,[c]12:[c](:[c]:[c]:[c]:[c]1)-[#6]-[#6](-[#6](=[#8])-[#8])(-[#6](=[#8])-[#8])-[#6]2
"{2-Fluorobiphenyl-4-carboxylic acid, 97 %}",OC(=O)c1ccc(c(F)c1)c2ccccc2,[c]1:[c]:[c]:[c](-[c]2:[c](-[#9]):[c]:[c](-[#6](=[#8])-[#8]):[c]:[c]2):[c]:[c]1
"{1,6-Dibromo-2-hydroxynaphthalene-3-carboxylic acid, 97%}",OC(=O)c1cc2cc(Br)ccc2c(Br)c1O,[c]1(-[#35]):[c]:[c](:[c]:[c](-[#6](=[#8])-[#8]):[c](-[#8]):[c]2-[#35]):[c]2:[c]:[c]1
"{Ethyl 2-bromo-(4-bromophenyl)acetate, 97%}",CCOC(=O)C(Br)c1ccc(Br)cc1,[c]1(-[#35]):[c]:[c]:[c](-[#6](-[#35])-[#6](=[#8])-[#8]-[#6]-[#6]):[c]:[c]1
"{3,5-Dimethyl-4-methoxybenzoic acid, 97%}",COc1c(C)cc(cc1C)C(=O)O,[c]1:[c](-[#6](=[#8])-[#8]):[c]:[c](-[#6]):[c](-[#8]-[#6]):[c]1-[#6]
"{2-Chloro-3,4-dimethoxybenzoic acid, 97%}",COc1ccc(C(=O)O)c(Cl)c1OC,[c]1:[c](-[#6](=[#8])-[#8]):[c](-[#17]):[c](-[#8]-[#6]):[c](-[#8]-[#6]):[c]1
"{(1S-(1b,2a,3b))-(+)-3-Methyl-2-(nitromethyl)-5-oxocyclopentaneacetic acid, 98%}",C[C@H]1CC(=O)[C@@H](CC(=O)O)[C@@H]1C[N+](=O)[O-],[#6](-[#6](=[#8])-[#8])-[#6@]1-[#6@](-[#6]-[#7+](-[#8-])=[#8])-[#6@@](-[#6])-[#6]-[#6]1=[#8]
"{4-Acetamido-3-nitrobenzoic acid, 97%}",CC(=O)Nc1ccc(cc1[N+](=O)[O-])C(=O)O,[c]1:[c](-[#6](-[#8])=[#8]):[c]:[c](-[#7+](-[#8-])=[#8]):[c](-[#7]-[#6](-[#6])=[#8]):[c]1
"{(+/-)-Abscisic acid, synthetic 98 %}",C\C(=C\C(=O)O)\C=C\C1(O)C(=CC(=O)CC1(C)C)C,[#6](/-[#6]1(-[#6](=[#6]-[#6](=[#8])-[#6]-[#6]1(-[#6])-[#6])-[#6])-[#8])=[#6]\-[#6](\-[#6])=[#6]/-[#6](-[#8])=[#8]
"{4-Aminocinnamic acid hydrochloride, 97 %}",Cl.Nc1ccc(\C=C\C(=O)O)cc1,[#6](/-[c]1:[c]:[c]:[c](-[#7]):[c]:[c]1)=[#6]\-[#6](-[#8])=[#8]
"{3-Amino-2-naphthoic acid, gradetech. 80 %}",Nc1cc2ccccc2cc1C(=O)O,[#6](-[c]1:[c](:[c]:[c](:[c]:[c]:[c]:[c]2):[c]2:[c]1)-[#7])(-[#8])=[#8]
"{5-Oxo-5-phenylvaleric acid, 96 %}",OC(=O)CCCC(=O)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(=[#8])-[#6]-[#6]-[#6]-[#6](-[#8])=[#8]
"{S-Benzylthioglycolic acid, 97 %}",OC(=O)CSCc1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#16]-[#6]-[#6](-[#8])=[#8]
"{4,4-Bis-(4-hydroxyphenyl)valeric acid, 95 %}",CC(CCC(=O)O)(c1ccc(O)cc1)c2ccc(O)cc2,[#6](-[c]1:[c]:[c]:[c](-[#8]):[c]:[c]1)(-[c]2:[c]:[c]:[c](-[#8]):[c]:[c]2)(-[#6])-[#6]-[#6]-[#6](-[#8])=[#8]
"{Benzilic acid, 99+ %}",OC(=O)C(O)(c1ccccc1)c2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#8])-[#6](-[#8])=[#8]
"{alpha-Bromophenylacetic acid, 98 %}",OC(=O)C(Br)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#35])-[#6](-[#8])=[#8]
"{3,3-Dimethylbutyric acid, 98 %}",CC(C)(C)CC(=O)O,[#6](-[#6](-[#8])=[#8])-[#6](-[#6])(-[#6])-[#6]
"{Cyclohexaneacetic acid, 99 %}",OC(=O)CC1CCCCC1,[#6](-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]1)-[#6](-[#8])=[#8]
"{4,4'-Dithiodibutyric acid, 95 %}",OC(=O)CCCSSCCCC(=O)O,[#6](-[#6]-[#16]-[#16]-[#6]-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-[#6](-[#8])=[#8]
"{2,5-Dihydroxy-1,4-benzenediacetic acid}",OC(=O)Cc1cc(O)c(CC(=O)O)cc1O,[#6](-[c]1:[c]:[c](-[#8]):[c](-[#6]-[#6](-[#8])=[#8]):[c]:[c]1-[#8])-[#6](-[#8])=[#8]
"{Dihydroxyfumaric acid dihydrate, 98 %}",OC(=O)\C(=C(/O)\C(=O)O)\O,[#6](/-[#8])(\-[#6](-[#8])=[#8])=[#6](\-[#8])/-[#6](-[#8])=[#8]
"{3,5-Diaminobenzoic acid, 98 %}",Nc1cc(N)cc(c1)C(=O)O,[#6](-[c]1:[c]:[c](-[#7]):[c]:[c](-[#7]):[c]1)(-[#8])=[#8]
"{(2,5-Dimethoxyphenyl)acetic acid, 99 %}",COc1ccc(OC)c(CC(=O)O)c1,[#6](-[c]1:[c]:[c](-[#8]-[#6]):[c]:[c]:[c]1-[#8]-[#6])-[#6](-[#8])=[#8]
"{3,5-Dimethylanthranilic acid, 98 %}",Cc1cc(C)c(N)c(c1)C(=O)O,[#6](-[c]1:[c]:[c](-[#6]):[c]:[c](-[#6]):[c]1-[#7])(-[#8])=[#8]
"{Dimethylmalonic acid, 98 %}",CC(C)(C(=O)O)C(=O)O,[#6](-[#6])(-[#6])(-[#6](-[#8])=[#8])-[#6](-[#8])=[#8]
"{Diphenylacetic acid, 99 %}",OC(=O)C(c1ccccc1)c2ccccc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#6](-[#8])=[#8]
"{Fluorene-1-carboxylic acid, 97 %}",OC(=O)c1cccc2c1Cc3ccccc23,[#6](-[c]1:[c]:[c]:[c]:[c](-[c]2:[c](:[c]:[c]:[c]:[c]2)-[#6]3):[c]13)(-[#8])=[#8]
"{D-Gluconic acid solution, 45-50 wt. % in water}",OCC(O)C(O)C(O)C(O)C(=O)O,[#6](-[#8])(-[#6](-[#8])-[#6](-[#8])=[#8])-[#6](-[#8])-[#6](-[#8])-[#6]-[#8]
"{Homophthalic acid, 98 %}",OC(=O)Cc1ccccc1C(=O)O,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1-[#6]-[#6](-[#8])=[#8])(-[#8])=[#8]
"{2-Hydroxycinnamic acid,predominantly trans, 97 %}",OC(=O)\C=C\c1ccccc1O,[#6](/-[c]1:[c]:[c]:[c]:[c]:[c]1-[#8])=[#6]\-[#6](-[#8])=[#8]
"{Itaconic acid, 99+ %}",OC(=O)CC(=C)C(=O)O,[#6](=[#6])(-[#6](-[#8])=[#8])-[#6]-[#6](-[#8])=[#8]
"{Levulinic acid, 98 %}",CC(=O)CCC(=O)O,[#6](-[#6](=[#8])-[#6])-[#6]-[#6](-[#8])=[#8]
"{Mellitic acid, 99 %}",OC(=O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,[#6](-[c]1:[c](:[c](-[#6](-[#8])=[#8]):[c](-[#6](-[#8])=[#8]):[c](-[#6](-[#8])=[#8]):[c]1-[#6](-[#8])=[#8])-[#6](-[#8])=[#8])(-[#8])=[#8]
"{(-)-Menthyloxyacetic acid, 98 %}",CC(C)C1CCC(C)C[C@H]1OCC(=O)O,[#8](-[#6@@]1-[#6]-[#6](-[#6])-[#6]-[#6]-[#6]1-[#6@](-[#6])-[#6])-[#6]-[#6](-[#8])=[#8]
"{alpha-Methylcinnamic acid, 99 %}",C\C(=C/c1ccccc1)\C(=O)O,[#6](/-[c]1:[c]:[c]:[c]:[c]:[c]1)=[#6](/-[#6])\-[#6](-[#8])=[#8]
"{Thiomalic acid, 97 %}",OC(=O)CC(S)C(=O)O,[#6](-[#16])(-[#6](-[#8])=[#8])-[#6]-[#6](-[#8])=[#8]
"{trans,trans-Muconic acid, 98 %}",OC(=O)\C=C\C=C\C(=O)O,[#6](-[#1])(=[#6](-[#1])\-[#6](-[#8])=[#8])/-[#6](-[#1])=[#6](-[#1])/-[#6](-[#8])=[#8]
"{3-Phenoxypropionic acid, 99 %}",OC(=O)CCOc1ccccc1,[#8](-[c]1:[c]:[c]:[c]:[c]:[c]1)-[#6]-[#6]-[#6](-[#8])=[#8]
"{alpha-Phenylcinnamic acid, 97 %}",OC(=O)\C(=C\c1ccccc1)\c2ccccc2,[#6](/-[c]1:[c]:[c]:[c]:[c]:[c]1)(\-[#6](-[#8])=[#8])=[#6]/-[c]2:[c]:[c]:[c]:[c]:[c]2
"{Thiobenzoic acid, gradetech. 90 %}",SC(=O)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#16])=[#8]
"{3,3'-Thiodipropionic acid, 97 %}",OC(=O)CCSCCC(=O)O,[#6](-[#16]-[#6]-[#6]-[#6](-[#8])=[#8])-[#6]-[#6](-[#8])=[#8]
"{Thioacetic acid, 96 %}",CC(=O)S,[#6](-[#16])(=[#8])-[#6]
"{Tropic acid, 98 %}",OCC(C(=O)O)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#6]-[#8])-[#6](-[#8])=[#8]
